category,priority,year,month,latitude,longitude,district
AUTO ACCIDENT,1,2018,10,30.01230557,-89.99863915,7
SUSPICIOUS PERSON,2,2018,10,29.92174087,-90.00134557,4
SILENT 911 CALL,2,2018,10,29.95097221,-90.06851093,8
SUSPICIOUS PERSON,1,2018,10,29.9561163,-90.01285713,5
AREA CHECK,1,2018,10,29.9352532,-90.10308997,2
"BURGLAR ALARM, SILENT",2,2018,10,30.01116265,-90.11301028,3
NOISE COMPLAINT,1,2018,10,29.96868427,-90.05259319,5
"BURGLAR ALARM, SILENT",2,2018,10,29.93006618,-90.121451,2
DISTURBANCE (OTHER),1,2018,10,29.95138474,-90.07856751,8
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.02316266,-90.10536201,3
AREA CHECK,1,2018,10,30.00430703,-90.1047952,3
TRAFFIC INCIDENT,1,2018,10,29.96863181,-90.055532,5
COMPLAINT OTHER,1,2018,10,30.01252897,-90.0560011,3
AREA CHECK,1,2018,10,29.93544449,-90.08383914,6
COMPLAINT OTHER,1,2018,10,30.00109681,-90.04204098,3
DISTURBANCE (OTHER),2,2018,10,29.93785004,-90.06949455,6
COMPLAINT OTHER,1,2018,10,30.0489545,-89.93051501,7
COMPLAINT OTHER,1,2018,10,29.94234818,-90.06430982,8
"BURGLAR ALARM, SILENT",2,2018,10,29.94215747,-90.08670919,6
SUSPICIOUS PERSON,1,2018,10,29.98516708,-90.06663009,5
"BURGLAR ALARM, SILENT",1,2018,10,0.0,0.0,0
DISTURBANCE (OTHER),1,2018,10,29.96079162,-90.06098391,8
NOISE COMPLAINT,1,2018,10,29.93996328,-90.08313406,6
MENTAL PATIENT,1,2018,10,0,0,5
DISTURBANCE (OTHER),1,2018,10,29.95189311,-90.06790895,8
COMPLAINT OTHER,1,2018,10,29.94377069,-90.13011652,2
DISTURBANCE (OTHER),1,2018,10,30.02650083,-89.99889552,7
DISTURBANCE (OTHER),1,2018,10,29.95764333,-90.06489701,8
"BURGLAR ALARM, SILENT",2,2018,10,29.96406341,-90.11225184,2
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.0306218,-89.99506029,7
WARR STOP WITH RELEASE,0,2018,10,29.95890511,-90.0206784,5
SUSPICIOUS PERSON,1,2018,10,30.02416823,-89.97387893,7
DISCHARGING FIREARM,1,2018,10,30.03363472,-89.98980929,7
DISTURBANCE (OTHER),1,2018,10,29.94602902,-90.06594773,8
AREA CHECK,1,2018,10,29.96980788,-90.105787,3
LOST PROPERTY,0,2018,10,30.03041694,-90.07216896,3
COMPLAINT OTHER,1,2018,10,29.95622336,-90.11199744,2
DISTURBANCE (OTHER),1,2018,10,29.94650012,-90.09200176,6
MUNICIPAL ATTACHMENT,1,2018,10,29.96026084,-90.09482562,1
SIMPLE BATTERY DOMESTIC,2,2018,10,29.99852344,-90.07332786,3
MUNICIPAL ATTACHMENT,1,2018,10,29.94983828,-90.03189416,4
COMPLAINT OTHER,1,2018,10,29.94983828,-90.03189416,4
COMPLAINT OTHER,1,2018,10,29.94983828,-90.03189416,4
AUTO ACCIDENT WITH INJURY,1,2018,10,29.96440615,-90.07318313,1
AUTO ACCIDENT,1,2018,10,29.96819519,-90.10147165,1
SIMPLE BURGLARY VEHICLE,1,2018,10,29.96416362,-90.08330292,1
SIMPLE BATTERY DOMESTIC,1,2018,10,0.0,0.0,0
HIT & RUN,1,2018,10,30.02864584,-90.01637694,7
HIT & RUN,1,2018,10,30.0281015,-90.0777168,3
COMPLAINT OTHER,1,2018,10,29.98039035,-90.1122454,3
UNAUTHORIZED USE OF VEHICLE,1,2018,10,30.040391,-89.91098383,7
COMPLAINT OTHER,1,2018,10,29.97062974,-90.03445086,5
COMPLAINT OTHER,1,2018,10,30.0171292,-89.96170455,7
AUTO ACCIDENT,1,2018,10,29.96501544,-90.07685139,1
DOMESTIC DISTURBANCE,2,2018,10,29.96696118,-90.07806708,1
RESIDENCE BURGLARY,1,2018,10,30.02082051,-89.97353161,7
SIMPLE BATTERY DOMESTIC,2,2018,10,30.03344654,-90.00620912,7
ABANDONED VEHICLE,1,2018,10,30.06559691,-89.95145755,7
HIT & RUN,1,2018,10,30.02809848,-90.00588631,7
DISTURBANCE (OTHER),1,2018,10,30.0157186,-89.98643319,7
COMPLAINT OTHER,1,2018,10,29.91197455,-90.01313899,4
AUTO THEFT,2,2018,10,30.01914293,-90.11299358,3
AUTO ACCIDENT,1,2018,10,30.07689536,-89.84524762,7
UNAUTHORIZED USE OF VEHICLE,1,2018,10,30.01741482,-89.99436385,7
SIMPLE BATTERY,1,2018,10,29.9523286,-90.13554775,2
COMPLAINT OTHER,1,2018,10,30.06257351,-89.95509249,7
COMPLAINT OTHER,1,2018,10,29.97215396,-90.03360855,5
VIOLATION OF PROTECTION ORDER,1,2018,10,30.06044185,-89.95807776,7
AGGRAVATED BURGLARY,2,2018,10,30.01709452,-89.98213898,7
HIT & RUN,1,2018,10,30.0214396,-90.01319949,7
RESIDENCE BURGLARY,1,2018,10,30.02253758,-90.11132732,3
DISTURBANCE (OTHER),1,2018,10,29.92462067,-90.07510348,6
SHOPLIFTING,1,2018,10,29.9622392,-90.1158273,2
SIMPLE BURGLARY VEHICLE,1,2018,10,29.92691039,-90.01406167,4
SIMPLE BURGLARY VEHICLE,1,2018,10,30.00290761,-90.10625297,3
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,30.02243645,-89.99923117,7
HIT & RUN,1,2018,10,29.94801369,-90.02629641,4
RESIDENCE BURGLARY,1,2018,10,29.94045152,-90.12387807,2
HIT & RUN,1,2018,10,29.93304786,-90.10459049,2
COMPLAINT OTHER,1,2018,10,29.93996363,-90.03140563,4
ABANDONED VEHICLE,2,2018,10,29.9549331,-90.09037066,6
SIMPLE BURGLARY VEHICLE,1,2018,10,29.99324145,-90.10166365,3
HIT & RUN WITH INJURIES,1,2018,10,29.97307812,-90.0738741,1
DISTURBANCE (OTHER),1,2018,10,29.90251446,-89.99511883,4
RECOVERY OF VEHICLE,1,2018,10,29.9549331,-90.09037066,6
VIOLATION OF PROTECTION ORDER,1,2018,10,30.06340002,-89.95065726,7
AUTO ACCIDENT,1,2018,10,29.94865209,-90.06812004,8
COMPLAINT OTHER,1,2018,10,30.03800733,-90.01564401,7
DISTURBANCE (OTHER),1,2018,10,30.00987236,-90.01919641,7
HIT & RUN,1,2018,10,29.94142528,-90.06818002,8
AUTO ACCIDENT,1,2018,10,29.95273219,-90.07092401,8
"BURGLAR ALARM, SILENT",1,2018,10,30.03851945,-89.92645594,7
SHOPLIFTING,0,2018,10,29.99954369,-90.0610962,3
AUTO ACCIDENT,1,2018,10,29.95338251,-90.07321046,8
"BURGLAR ALARM, SILENT",1,2018,10,30.03049056,-90.00609446,7
AUTO ACCIDENT,1,2018,10,29.95176323,-90.07460924,8
DOMESTIC DISTURBANCE,1,2018,10,30.06765412,-89.94613076,7
DEATH,1,2018,10,30.04825109,-89.95958404,7
AUTO ACCIDENT,1,2018,10,29.94961014,-90.06460433,8
AUTO ACCIDENT,1,2018,10,29.9487573,-90.06790767,8
SUSPICIOUS PERSON,1,2018,10,30.01608338,-90.02117957,7
MISSING JUVENILE,1,2018,10,0,0,7
ILLEGAL CARRYING OF WEAPON- GUN,2,2018,10,29.95895047,-90.06993714,1
HIT & RUN,1,2018,10,29.96009037,-90.06578061,8
THEFT,0,2018,10,29.95996206,-90.06575851,8
SIMPLE BURGLARY VEHICLE,1,2018,10,30.0149744,-90.05776903,3
AUTO ACCIDENT,1,2018,10,29.94579401,-90.07107116,8
DOMESTIC DISTURBANCE,2,2018,10,29.96590049,-90.09226134,1
DISTURBANCE (OTHER),2,2018,10,29.96582386,-90.09201333,1
SIMPLE ROBBERY,1,2018,10,29.98411343,-90.06891455,5
"BURGLAR ALARM, SILENT",1,2018,10,30.04819447,-89.98585681,7
PROWLER,1,2018,10,30.01825541,-90.02113375,7
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.97117728,-90.1150893,3
FIGHT,2,2018,10,29.98938027,-90.07308988,3
AREA CHECK,1,2018,10,29.92804832,-90.0292178,4
DOMESTIC DISTURBANCE,1,2018,10,29.93211711,-90.03392695,4
SUSPICIOUS PERSON,1,2018,10,29.98107483,-90.0415578,5
PICKPOCKET,1,2018,10,29.95387431,-90.06961942,8
COMPLAINT OTHER,1,2018,10,29.95217474,-90.06709542,8
RECKLESS DRIVING,1,2018,10,29.96350959,-90.0845181,1
DISTURBANCE (OTHER),1,2018,10,30.00028358,-90.05882849,3
SIMPLE BATTERY DOMESTIC,2,2018,10,29.97739578,-90.08289945,1
COMPLAINT OTHER,1,2018,10,29.96526949,-90.06408601,8
MEDICAL,2,2018,10,0,0,2
AREA CHECK,1,2018,10,29.96498664,-90.0674957,1
DISTURBANCE (OTHER),1,2018,10,29.97745488,-90.05789019,5
HIT & RUN,2,2018,10,29.96298052,-90.09335662,1
COMPLAINT OTHER,1,2018,10,29.95387431,-90.06961942,8
AREA CHECK,1,2018,10,30.0194866,-90.1064762,3
FIGHT,2,2018,10,29.94030255,-90.12470964,2
DISTURBANCE (OTHER),1,2018,10,29.95565445,-90.06800049,8
"BURGLAR ALARM, SILENT",2,2018,10,29.99805665,-90.08327213,3
DISTURBANCE (OTHER),1,2018,10,29.96352053,-90.08956026,1
TRAFFIC INCIDENT,1,2018,10,29.95848976,-90.110221,2
DISTURBANCE (OTHER),1,2018,10,29.97396412,-90.05681669,5
COMPLAINT OTHER,1,2018,10,29.95387431,-90.06961942,8
AUTO ACCIDENT,1,2018,10,29.94460528,-90.06584495,8
AUTO ACCIDENT WITH INJURY,2,2018,10,29.93917673,-90.08496144,6
AREA CHECK,1,2018,10,30.01776412,-90.12052518,3
TRAFFIC CONGESTION,1,2018,10,29.95387931,-90.06989927,8
NOISE COMPLAINT,1,2018,10,29.97059596,-90.06862357,1
HOLD UP ALARM,2,2018,10,29.96528907,-90.11414541,2
DISTURBANCE (OTHER),2,2018,10,29.97037182,-90.07929245,1
AREA CHECK,1,2018,10,29.94240095,-90.01426498,4
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
AREA CHECK,1,2018,10,30.01194721,-90.1038889,3
MENTAL PATIENT,2,2018,10,0,0,1
"BURGLAR ALARM, SILENT",2,2018,10,29.94215747,-90.08670919,6
THEFT,0,2018,10,29.95189311,-90.06790895,8
"BURGLAR ALARM, SILENT",2,2018,10,29.9650216,-90.04256253,5
NOISE COMPLAINT,1,2018,10,30.00132016,-90.11180848,3
TRAFFIC INCIDENT,1,2018,10,29.97109058,-90.10186889,1
THEFT,1,2018,10,29.93337047,-90.09038479,6
COMPLAINT OTHER,1,2018,10,29.96040807,-90.11407735,2
AREA CHECK,1,2018,10,30.01909293,-90.10202802,3
COMPLAINT OTHER,1,2018,10,29.94368788,-90.07684663,6
SIMPLE BATTERY DOMESTIC,1,2018,10,29.94381907,-90.0873307,6
AREA CHECK,1,2018,10,29.96562055,-90.0896541,1
TRAFFIC INCIDENT,1,2018,10,29.95762393,-90.10869787,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97215396,-90.03360855,5
SUSPICIOUS PERSON,2,2018,10,29.95539592,-90.10432629,2
AREA CHECK,1,2018,10,30.00577313,-90.118836,3
COMPLAINT OTHER,1,2018,10,29.9459839,-90.11913691,2
LOST PROPERTY,0,2018,10,29.96130449,-90.04033314,5
WARR STOP WITH RELEASE,0,2018,10,29.95762393,-90.10869787,2
WARR STOP WITH RELEASE,0,2018,10,29.95762393,-90.10869787,2
AREA CHECK,1,2018,10,30.0136629,-90.10268027,3
AREA CHECK,1,2018,10,29.96676572,-90.1014174,1
AREA CHECK,1,2018,10,29.92180598,-90.02241945,4
COMPLAINT OTHER,1,2018,10,29.94644282,-90.0892905,6
DIRECTED PATROL,1,2018,10,29.97101094,-90.06457828,5
DRUG VIOLATIONS,1,2018,10,29.95539592,-90.10432629,2
DRUG VIOLATIONS,1,2018,10,29.95539592,-90.10432629,2
TRAFFIC INCIDENT,1,2018,10,29.94267701,-90.0946948,6
MUNICIPAL ATTACHMENT,1,2018,10,29.94893954,-90.06815839,8
AREA CHECK,1,2018,10,30.02008789,-90.11316176,3
COMPLAINT OTHER,1,2018,10,29.95802842,-90.07600598,1
COMPLAINT OTHER,2,2018,10,30.01925882,-90.02172309,7
AREA CHECK,1,2018,10,29.92866833,-90.01088358,4
AREA CHECK,1,2018,10,29.9171459,-90.10122667,2
MUNICIPAL ATTACHMENT,1,2018,10,29.97037182,-90.07929245,1
TRAFFIC INCIDENT,1,2018,10,29.95842972,-90.06439236,8
AGGRAVATED BATTERY BY SHOOTING,2,2018,10,29.97184129,-90.05064442,5
TRAFFIC INCIDENT,1,2018,10,29.95692058,-90.08003263,1
RESIDENCE BURGLARY,1,2018,10,29.91679174,-90.01000502,4
DISTURBANCE (OTHER),1,2018,10,29.96852021,-90.05510144,5
AREA CHECK,1,2018,10,29.93916688,-90.09679611,2
TRAFFIC INCIDENT,1,2018,10,29.97595105,-90.07821425,1
COMPLAINT OTHER,1,2018,10,29.98215913,-90.11079012,3
COMPLAINT OTHER,1,2018,10,29.95552589,-90.06830144,8
FIGHT,2,2018,10,30.00413812,-90.1042546,3
BUSINESS CHECK,1,2018,10,29.92222311,-90.12294204,2
AREA CHECK,1,2018,10,29.96819519,-90.10147165,1
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
AREA CHECK,1,2018,10,29.94036672,-90.09987898,2
AREA CHECK,1,2018,10,29.95501441,-90.08259323,1
COMPLAINT OTHER,1,2018,10,29.95689032,-90.11489761,2
NOISE COMPLAINT,1,2018,10,29.95378136,-90.01339514,5
TRAFFIC INCIDENT,1,2018,10,29.96172844,-90.09060014,1
AREA CHECK,1,2018,10,30.01005717,-90.10309509,3
AREA CHECK,1,2018,10,29.92080306,-90.10160549,2
"BURGLAR ALARM, SILENT",2,2018,10,29.93181102,-90.07341965,6
AREA CHECK,1,2018,10,29.91811001,-89.99817487,4
NOISE COMPLAINT,1,2018,10,29.96562691,-90.0304389,5
TRAFFIC INCIDENT,1,2018,10,29.94496552,-90.08995386,6
AUTO ACCIDENT WITH INJURY,2,2018,10,29.94830566,-90.08349436,6
AUTO THEFT,0,2018,10,29.93493832,-90.08145927,6
AREA CHECK,1,2018,10,30.01663217,-90.11496647,3
AUTO ACCIDENT WITH INJURY,2,2018,10,29.95221616,-90.08690572,6
"BURGLAR ALARM, SILENT",2,2018,10,29.99816239,-90.1218338,3
TRAFFIC INCIDENT,1,2018,10,29.96841305,-90.07943641,1
SIMPLE BATTERY,1,2018,10,29.94275116,-90.08020291,6
DISCHARGING FIREARM,2,2018,10,29.96517513,-90.03357048,5
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.94508564,-90.0887378,6
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
"BURGLAR ALARM, SILENT",2,2018,10,29.98798918,-90.05869724,3
DRIVING WHILE UNDER INFLUENCE,1,2018,10,29.97109058,-90.10186889,1
SILENT 911 CALL,2,2018,10,29.99443707,-90.08024091,3
COMPLAINT OTHER,1,2018,10,29.92150621,-90.02301412,4
TRAFFIC INCIDENT,1,2018,10,29.96799372,-90.10482587,1
TRAFFIC INCIDENT,1,2018,10,29.95571799,-90.07260091,8
SIMPLE BURGLARY VEHICLE,1,2018,10,30.02082051,-89.97353161,7
AREA CHECK,1,2018,10,30.00420798,-90.10380042,3
COMPLAINT OTHER,2,2018,10,29.95381385,-90.08282733,1
TRAFFIC INCIDENT,1,2018,10,29.95750244,-90.07523888,1
MISSING ADULT,1,2018,10,29.95204023,-90.072664,8
"BURGLAR ALARM, SILENT",2,2018,10,29.93181102,-90.07341965,6
SUICIDE ATTEMPT,2,2018,10,0,0,4
"BURGLAR ALARM, SILENT",2,2018,10,29.99805665,-90.08327213,3
HOLD UP ALARM,2,2018,10,30.00624826,-90.11664045,3
COMPLAINT OTHER,1,2018,10,29.95630309,-90.06762741,8
AREA CHECK,1,2018,10,29.96932619,-90.06839956,1
THEFT,0,2018,10,29.94696168,-90.06545464,8
COMPLAINT OTHER,1,2018,10,29.95679737,-90.07463541,8
AREA CHECK,1,2018,10,30.0184475,-90.11789068,3
AREA CHECK,1,2018,10,30.01918548,-90.10304834,3
TRAFFIC INCIDENT,1,2018,10,29.95509235,-90.07168716,8
AREA CHECK,1,2018,10,30.02008789,-90.11316176,3
MENTAL PATIENT,1,2018,10,0,0,5
DISTURBANCE (OTHER),1,2018,10,29.97223134,-90.12215319,3
AREA CHECK,1,2018,10,29.96861282,-90.09861015,1
MEDICAL,2,2018,10,0,0,8
WARR STOP WITH RELEASE,0,2018,10,29.96799372,-90.10482587,1
DISTURBANCE (OTHER),1,2018,10,29.97082356,-90.06781579,1
AREA CHECK,1,2018,10,29.92866833,-90.01088358,4
"BURGLAR ALARM, SILENT",2,2018,10,30.00278928,-90.04242884,3
COMPLAINT OTHER,1,2018,10,29.95552589,-90.06830144,8
AREA CHECK,1,2018,10,29.96442138,-90.11121561,2
COMPLAINT OTHER,2,2018,10,29.95903166,-90.06528938,8
HIT & RUN,1,2018,10,29.96969557,-90.10561248,1
TRAFFIC INCIDENT,1,2018,10,29.95116192,-90.06748832,8
RETURN FOR ADDITIONAL INFO,1,2018,10,30.0171292,-89.96170455,7
AUTO ACCIDENT,1,2018,10,29.93400616,-90.08061222,6
"BURGLAR ALARM, SILENT",2,2018,10,30.02018625,-90.05824994,3
COMPLAINT OTHER,1,2018,10,29.95269121,-90.04184414,4
SIMPLE BATTERY DOMESTIC,2,2018,10,29.95741438,-90.07130509,1
SIMPLE BATTERY,1,2018,10,29.9411525,-90.12348646,2
AREA CHECK,1,2018,10,30.01727895,-90.10225171,3
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
"BURGLAR ALARM, SILENT",2,2018,10,29.94118225,-90.1239705,2
TRAFFIC INCIDENT,1,2018,10,29.96068697,-90.05927819,8
"BURGLAR ALARM, SILENT",1,2018,10,30.01068191,-90.10680326,3
MENTAL PATIENT,1,2018,10,0,0,5
AREA CHECK,1,2018,10,30.01611941,-90.12064555,3
AUTO ACCIDENT WITH INJURY,2,2018,10,29.97250366,-90.06735481,1
SUSPICIOUS PERSON,2,2018,10,29.95961967,-90.11668053,2
TRAFFIC INCIDENT,1,2018,10,29.96172844,-90.09060014,1
DRIVING WHILE UNDER INFLUENCE,1,2018,10,29.96172844,-90.09060014,1
"BURGLAR ALARM, SILENT",1,2018,10,29.99805665,-90.08327213,3
PROWLER,2,2018,10,29.91667561,-90.10684422,2
COMPLAINT OTHER,1,2018,10,30.000968,-90.05955075,3
AREA CHECK,1,2018,10,29.96414282,-90.06813376,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95689032,-90.11489761,2
AREA CHECK,1,2018,10,29.96514325,-90.09811168,1
WARR STOP WITH RELEASE,0,2018,10,29.95176323,-90.07460924,8
WARR STOP WITH RELEASE,0,2018,10,29.95176323,-90.07460924,8
"BURGLAR ALARM, SILENT",2,2018,10,29.97223793,-90.09094674,1
WARR STOP WITH RELEASE,0,2018,10,29.95176323,-90.07460924,8
SIMPLE BATTERY DOMESTIC,2,2018,10,30.04197721,-89.97041899,7
AREA CHECK,1,2018,10,30.01918548,-90.10304834,3
SUSPICIOUS PERSON,2,2018,10,29.92804832,-90.0292178,4
DISTURBANCE (OTHER),2,2018,10,30.03289083,-90.04460144,3
TRAFFIC INCIDENT,1,2018,10,29.96176765,-90.05771605,8
DISTURBANCE (OTHER),2,2018,10,29.95428708,-90.07129465,8
COMPLAINT OTHER,2,2018,10,29.94118225,-90.1239705,2
TRAFFIC INCIDENT,1,2018,10,30.01177125,-90.10192295,3
DISTURBANCE (OTHER),2,2018,10,29.92037207,-90.10521639,2
AREA CHECK,1,2018,10,30.01959383,-90.11968583,3
COMPLAINT OTHER,1,2018,10,29.93563577,-90.08190819,6
"BURGLAR ALARM, SILENT",1,2018,10,29.98798918,-90.05869724,3
TRAFFIC INCIDENT,1,2018,10,29.96413622,-90.09624506,1
"BURGLAR ALARM, SILENT",1,2018,10,29.99731902,-90.05950605,3
DIRECTED PATROL,1,2018,10,29.96880495,-90.03036858,5
"BURGLAR ALARM, SILENT",2,2018,10,29.97769295,-90.08021651,1
COMPLAINT OTHER,1,2018,10,30.00172579,-90.07270454,3
"BURGLAR ALARM, SILENT",1,2018,10,30.00742452,-90.07753075,3
"BURGLAR ALARM, SILENT",1,2018,10,29.99037325,-90.10087377,3
SUSPICIOUS PERSON,2,2018,10,29.94745998,-90.10433323,2
TRAFFIC INCIDENT,1,2018,10,29.94076263,-90.09328006,6
TRAFFIC INCIDENT,1,2018,10,29.94830566,-90.08349436,6
COMPLAINT OTHER,1,2018,10,29.96468328,-90.05522002,5
"BURGLAR ALARM, SILENT",1,2018,10,29.99244956,-90.05386503,3
THEFT FROM EXTERIOR OF VEHICLE,1,2018,10,30.0171292,-89.96170455,7
DISTURBANCE (OTHER),1,2018,10,29.95687096,-90.06711088,8
"BURGLAR ALARM, SILENT",1,2018,10,30.00071597,-90.05894201,3
TRAFFIC INCIDENT,1,2018,10,30.02019278,-90.11449717,3
"BURGLAR ALARM, SILENT",1,2018,10,30.00529681,-90.08212628,3
BUSINESS CHECK,1,2018,10,29.92152639,-90.01369888,4
SIMPLE BATTERY,1,2018,10,29.95725491,-90.06671041,8
AREA CHECK,1,2018,10,29.92610069,-90.02672089,4
SUSPICIOUS PERSON,2,2018,10,29.99401838,-90.06620346,3
AREA CHECK,1,2018,10,29.92581669,-90.01971498,4
"BURGLAR ALARM, SILENT",1,2018,10,30.0012811,-90.05902894,3
AREA CHECK,1,2018,10,29.9352532,-90.10308997,2
"BURGLAR ALARM, SILENT",1,2018,10,29.97109661,-90.10557134,3
DOMESTIC DISTURBANCE,2,2018,10,30.02925039,-89.99179991,7
"BURGLAR ALARM, SILENT",2,2018,10,29.97422494,-90.05763289,5
TRAFFIC INCIDENT,1,2018,10,29.94479316,-90.07820411,6
BUSINESS BURGLARY,2,2018,10,29.93035619,-90.04008754,4
SUSPICIOUS PERSON,2,2018,10,30.01273682,-90.03325822,3
COMPLAINT OTHER,2,2018,10,30.01043113,-90.05984844,3
AGGRAVATED RAPE,2,2018,10,0,0,7
COMPLAINT OTHER,1,2018,10,29.96745701,-90.12287546,2
DRUG VIOLATIONS,1,2018,10,29.96413622,-90.09624506,1
NOISE COMPLAINT,1,2018,10,29.9697755,-90.06508095,1
"BURGLAR ALARM, SILENT",1,2018,10,29.9995722,-90.06189959,3
COMPLAINT OTHER,1,2018,10,29.97968934,-90.07625714,1
THEFT,1,2018,10,29.97722002,-90.09890761,3
AREA CHECK,1,2018,10,30.00424656,-90.10153482,3
SUSPICIOUS PERSON,2,2018,10,29.96638302,-90.067508,1
DISTURBANCE (OTHER),1,2018,10,29.95903166,-90.06528938,8
DISTURBANCE (OTHER),1,2018,10,29.95903166,-90.06528938,8
COMPLAINT OTHER,1,2018,10,30.00010811,-90.05606805,3
DIRECTED PATROL,1,2018,10,29.96490286,-90.05138725,5
FIGHT,2,2018,10,29.94374698,-90.06567167,8
SUSPICIOUS PERSON,2,2018,10,30.00430703,-90.1047952,3
"BURGLAR ALARM, SILENT",1,2018,10,30.00111743,-90.060489,3
FIGHT,2,2018,10,29.95390731,-90.06523523,8
SIMPLE BATTERY DOMESTIC,2,2018,10,29.97311544,-90.06517395,5
TRAFFIC INCIDENT,1,2018,10,29.9289292,-90.03184851,4
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
COMPLAINT OTHER,1,2018,10,29.9367539,-90.06914833,6
AREA CHECK,1,2018,10,30.01978249,-90.12034923,3
DISTURBANCE (OTHER),1,2018,10,29.94441615,-90.06568726,8
DIRECTED PATROL,1,2018,10,29.96289332,-90.05200555,5
"BURGLAR ALARM, SILENT",2,2018,10,29.91762603,-90.11049554,2
DISTURBANCE (OTHER),2,2018,10,29.92699509,-90.09428834,6
"BURGLAR ALARM, LOCAL",2,2018,10,29.97684684,-90.0779604,1
DOMESTIC DISTURBANCE,2,2018,10,30.02953042,-89.98567544,7
AREA CHECK,1,2018,10,29.94863413,-90.04819386,4
HIT & RUN,1,2018,10,29.96515938,-90.11005439,2
WARR STOP WITH RELEASE,0,2018,10,29.96638302,-90.067508,1
AREA CHECK,1,2018,10,30.01881655,-90.09869041,3
COMPLAINT OTHER,1,2018,10,29.95552589,-90.06830144,8
TRAFFIC INCIDENT,1,2018,10,29.92897544,-90.07773752,6
AREA CHECK,1,2018,10,30.01409929,-90.11706018,3
"BURGLAR ALARM, SILENT",2,2018,10,29.9529053,-90.0681977,8
AREA CHECK,1,2018,10,29.94574979,-90.11395348,2
AREA CHECK,1,2018,10,29.95478769,-90.04480722,4
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
DRUG VIOLATIONS,1,2018,10,29.96413622,-90.09624506,1
"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0,2018,10,29.94360305,-90.13184165,2
AREA CHECK,1,2018,10,29.95089509,-90.10087379,2
WALKING BEAT,1,2018,10,29.9304062,-90.07751772,6
COMPLAINT OTHER,1,2018,10,29.9898359,-90.03482158,5
SUSPICIOUS PERSON,2,2018,10,29.9767199,-90.1101862,3
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94441615,-90.06568726,8
AREA CHECK,1,2018,10,29.93182116,-90.01120463,4
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.9898359,-90.03482158,5
AREA CHECK,1,2018,10,29.92339592,-90.01753546,4
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
SUICIDE,1,2018,10,0,0,0
DOMESTIC DISTURBANCE,2,2018,10,29.9588263,-90.12200976,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
AREA CHECK,1,2018,10,30.01384161,-90.10468918,3
SUICIDE THREAT,2,2018,10,0,0,6
"BURGLAR ALARM, SILENT",2,2018,10,29.91774999,-90.09227497,6
"BURGLAR ALARM, SILENT",2,2018,10,30.04671924,-89.97671938,7
COMPLAINT OTHER,1,2018,10,29.94963232,-90.07669626,8
SUSPICIOUS PERSON,2,2018,10,29.92305964,-89.99486961,4
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
HIT & RUN,1,2018,10,29.97847616,-90.06904728,1
DISCHARGING FIREARM,2,2018,10,29.97726256,-90.05788181,5
PROWLER,2,2018,10,30.03178971,-89.92405327,7
AREA CHECK,1,2018,10,30.00880356,-90.11991415,3
SUSPICIOUS PERSON,2,2018,10,29.98187104,-90.1018944,3
FIGHT,2,2018,10,29.95264006,-90.0666661,8
HIT & RUN WITH INJURIES,2,2018,10,29.94613032,-90.06586297,8
DOMESTIC DISTURBANCE,2,2018,10,29.96791574,-90.03085406,5
SIMPLE BURGLARY VEHICLE,1,2018,10,29.92240869,-89.99401136,4
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
THEFT,0,2018,10,29.95251524,-90.07219047,8
AREA CHECK,1,2018,10,30.01184989,-90.10289097,3
SUSPICIOUS PERSON,2,2018,10,30.00076882,-90.07696168,3
SIMPLE BURGLARY VEHICLE,1,2018,10,29.94631022,-90.0666209,8
COMPLAINT OTHER,1,2018,10,29.95651096,-90.06765037,8
SIMPLE BURGLARY VEHICLE,1,2018,10,29.94631022,-90.0666209,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95249339,-90.10312954,2
SIMPLE BATTERY DOMESTIC,2,2018,10,30.00647632,-90.06636487,3
SUICIDE ATTEMPT,2,2018,10,0,0,4
COMPLAINT OTHER,1,2018,10,29.99606908,-90.04821989,3
AREA CHECK,1,2018,10,30.00559371,-90.1157963,3
